Clegg, Douglas|The Nightmare Chronicles|Horror / HORR|1999-09Sep-1999|04
Goingback, Owl|Darker Than Night|Horror / HORR|1999-11Nov-1999|04
Mieville, China|King Rat|Fantasy / F|1999-10Oct-1999|04
Passarella, J.G.|Wither|Horror / HORR|1999-02Feb-1999|04
Piccirilli, Tom|Hexes|Horror / HORR|1999-02Feb-1999|04
Straub, Peter|Mr. X|Horror / HORR|1999-07Jul-1999|03
Beagle, Peter S.|Tamsin|Fantasy / F|1999-011999|04
Bujold, Lois McMaster|A Civil Campaign|Space Opera / SO|1999-09Sep-1999|04.5
Card, Orson Scott|Ender's Shadow|Space Opera / SO|1999-10Oct-1999|04.5
Donaldson, Stephen R.|Reave the Just and Other Tales|Fantasy / F|1999-011999|03
Erikson, Steven|Gardens of the Moon|Epic Fantasy / EF|1999-04Apr-1999|04
Flewelling, Lynn|Traitor's Moon|Fantasy / F|1999-07Jul-1999|04
Gaiman, Neil|Stardust|Fantasy / F|1999-02Feb-1999|03.5
Kay, Guy Gavriel|Sailing to Sarantium|Fantasy / F|1999-03Mar-1999|03
Levinson, Paul|The Silk Code|Fantasy / F|1999-10Oct-1999|03
Patton, Fiona|The Granite Shield|Fantasy / F|1999-06Jun-1999|04
Robinson, Kim Stanley|The Martians|Fantasy / F|1999-011999|03.5
Spinrad, Norman|Greenhouse Summer|Science Fiction / SF|1999-011999|03
Vinge, Vernor|A Deepness in the Sky|Space Opera / SO|1999-02Feb-1999|04
Martin, George R.R.|A Clash of Kings|Epic Fantasy / EF|1999-02Feb-1999|04.5
Hoffman, Nina Kiriki|A Red Heart of Memories|Fantasy / F|1999-10Oct-1999|04
O'Brian, Patrick|Blue at the Mizzen|Action Adventure / AA|1999-11Nov-1999|04
Rowling, J.K.|Harry Potter and the Prisoner of Azkaban|Fantasy / F|1999-09Sep-1999|05
Rowling, J.K.|Harry Potter and the Chamber of Secrets|Fantasy / F|1999-06Jun-1999|04.5
LaHaye, Tim; Jenkins, Jerry B.|Assassins: Assignment: Jerusalem, Target: Antichrist|Fantasy / F|1999-08Aug-1999|04.5
Karon, Jan|A New Song|General Fiction / GF|1999-04Apr-1999|04.5
Almond, David|Kit's Wilderness|Horror / HORR|1999-11Nov-1999|04
Cooney, Caroline B.|Burning Up|Suspense / S|1999-02Feb-1999|04
Myers, Walter Dean|Monster|Suspense / S|1999-06Jun-1999|04
Shusterman, Neal|Downsiders|Fantasy / F|1999-06Jun-1999|04
Cooper, Susan|King of Shadows|Fantasy / F|1999-10Oct-1999|04
Lubar, David|Hidden Talents|Fantasy / F|1999-06Jun-1999|04
Chambers, Aidan|Postcards from No Man's Land|Historical / H|1999-011999|04
Snicket, Lemony|The Bad Beginning|Horror / HORR|1999-10Oct-1999|03.5
Snicket, Lemony|The Reptile Room|Horror / HORR|1999-10Oct-1999|03.5
Barnes, Julian|England, England|General Fiction / GF|1999-04Apr-1999|04
Crace, Jim|Being Dead|General Fiction / GF|1999-09Sep-1999|04.5
Toibin, Colm|The Blackwater Lightship|General Fiction / GF|1999-01Jan-1999|04
Blackburn, Julia|The Leper's Companions|General Fiction / GF|1999-04Apr-1999|04
Dubus, Andre|House of Sand and Fog|General Fiction / GF|1999-02Feb-1999|04
Guterson, David|East of the Mountains|General Fiction / GF|1999-04Apr-1999|03
Jin, Ha|Waiting|Literary / L|1999-10Oct-1999|04
Kay, Jackie|Trumpet|General Fiction / GF|1999-02Feb-1999|04
Lee, Chang-Rae|A Gesture Life|General Fiction / GF|1999-09Sep-1999|04
Morgan, Robert|Gap Creek|General Fiction / GF|1999-01Jan-1999|04
Ansay, A. Manette|Midnight Champagne|General Fiction / GF|1999-06Jun-1999|02.5
Bausch, Richard|Someone to Watch Over Me|General Fiction / GF|1999-06Jun-1999|04
Bryant-Woolridge, Lori|Read Between the Lies|General Fiction / GF|1999-04Apr-1999|04
Budnitz, Judy|If I Told You Once|General Fiction / GF|1999-11Nov-1999|04
Castillo, Ana|Peel My Love Like an Onion|General Fiction / GF|1999-09Sep-1999|03
Coetzee, J.M.|Disgrace|Literary / L|1999-11Nov-1999|04
Doyle, Roddy|A Star Called Henry|General Fiction / GF|1999-09Sep-1999|04
Englander, Nathan|For the Relief of Unbearable Urges|General Fiction / GF|1999-03Mar-1999|04
Files, Lolita|Getting to the Good Part|General Fiction / GF|1999-01Jan-1999|04
Franklin, Tom|Poachers|General Fiction / GF|1999-06Jun-1999|04
Gates, David|The Wonders of the Invisible World|General Fiction / GF|1999-06Jun-1999|04
Golding, Michael|Benjamin's Gift|General Fiction / GF|1999-04Apr-1999|04
Goldman, Judy|The Slow Way Back|General Fiction / GF|1999-08Aug-1999|04
Green, Terence / Green, Terence M.|A Witness To Life|General Fiction / GF|1999-03Mar-1999|00
Haruf, Kent|Plainsong|General Fiction / GF|1999-10Oct-1999|04.5
Haynes, Melinda|Mother of Pearl|General Fiction / GF|1999-06Jun-1999|03
Hollingshead, Greg|The Healer|Literary / L|1999-01Jan-1999|04.5
Jha, Raj Kamal|The Blue Bedspread|General Fiction / GF|1999-04Apr-1999|02
Johnston, Wayne|The Colony of Unrequited Dreams|General Fiction / GF|1999-06Jun-1999|04
Macfarlane, David|Summer Gone|General Fiction / GF|1999-09Sep-1999|04
Mattison, Alice|The Book Borrower|General Fiction / GF|1999-10Oct-1999|03
McCafferty, Jane|One Heart|General Fiction / GF|1999-10Oct-1999|04
Miller, Sue|While I Was Gone|General Fiction / GF|1999-02Feb-1999|04
Robinson, Eden|Monkey Beach|General Fiction / GF|1999-03Mar-1999|04
Russell, Paul Elliott|The Coming Storm|General Fiction / GF|1999-08Aug-1999|04
Sarrantonio, Al|999: New Stories of Horror and Suspense|General Fiction / GF|1999-09Sep-1999|04
Seth, Vikram|An Equal Music|General Fiction / GF|1999-05May-1999|04
Smith, Diane|Letters from Yellowstone|General Fiction / GF|1999-07Jul-1999|04
Stark, Elizabeth|Shy Girl|General Fiction / GF|1999-06Jun-1999|04
Toer, Pramoedya Ananta|The Mute's Soliloquy|General Fiction / GF|1999-05May-1999|04
Tudor, Tasha|Pumpkin Moonshine|General Fiction / GF|1999-10Oct-1999|05
Tyau, Kathleen|Makai|General Fiction / GF|1999-06Jun-1999|04
Wallace, David Foster|Brief Interviews with Hideous Men|General Fiction / GF|1999-06Jun-1999|03
Austin, Lynn / Austin, Lynn N.|Eve's Daughters|General Fiction / GF|1999-09Sep-1999|05
Busch, Frederick|The Night Inspector|Historical / H|1999-11Nov-1999|04
Escandon, Maria Amparo|Esperanza's Box of Saints|General Fiction / GF|1999-01Jan-1999|04
King, Stephen|The Green Mile|General Fiction / GF|1999-11Nov-1999|05
Turner, Jamie Langston|By the Light of a Thousand Stars|General Fiction / GF|1999-10Oct-1999|04
Clarke, Breena|River, Cross My Heart|General Fiction / GF|1999-10Oct-1999|03
De Graaf, Anne|Out of the Red Shadow|General Fiction / GF|1999-05May-1999|00
De Grazia, Don|American Skin|General Fiction / GF|1999-04Apr-1999|04
Enquist, Per Olov|The Royal Physician's Visit|Historical / H|1999-011999|04
Ford, Cheryl|The Pilgrim's Progress|General Fiction / GF|1999-02Feb-1999|03.5
Hensley, Dennis|Misadventures in the (213)|General Fiction / GF|1999-06Jun-1999|04
Holoch, Naomi|The Vintage Book of International Lesbian Fiction|General Fiction / GF|1999-06Jun-1999|00
Lavalle, Victor D.|Slapboxing with Jesus|General Fiction / GF|1999-10Oct-1999|05
Lepore, Jill|The Name of War|General Fiction / GF|1999-05May-1999|04
Fletcher, Susan|Shadow Spinner|General Fiction / GF|1999-05May-1999|04
Fowler, Karen Joy|Black Glass|General Fiction / GF|1999-06Jun-1999|05
Kelly, Clint / Kelly, C.L.|The Power and the Glory|General Fiction / GF|1999-03Mar-1999|00
Kelman, James|The Good Times|General Fiction / GF|1999-06Jun-1999|05
Kirn, Walter|Thumbsucker|General Fiction / GF|1999-10Oct-1999|04
Mahy, Margaret|The Rattlebang Picnic|General Fiction / GF|1999-12Dec-1999|02
Manley, Frank|The Cockfighter|General Fiction / GF|1999-03Mar-1999|04
Palahniuk, Chuck|Invisible Monsters|General Fiction / GF|1999-09Sep-1999|03.5
Senna, Danzy|Caucasia|General Fiction / GF|1999-02Feb-1999|04
Shreve, Anita|Fortune's Rocks|General Fiction / GF|1999-12Dec-1999|04.5
Borges, Jorge Luis|Collected Fictions|General Fiction / GF|1999-12Dec-1999|04
Danticat, Edwidge|The Farming of Bones|General Fiction / GF|1999-09Sep-1999|04
de Queiros, Eca / Eca De Queiros, Jose Maria|The Maias|General Fiction / GF|1999-07Jul-1999|04
Wodehouse, P.G.|Ring for Jeeves|General Fiction / GF|1999-06Jun-1999|04.5
Fitzgerald, Penelope|Human Voices|General Fiction / GF|1999-05May-1999|04
Lahiri, Jhumpa|Interpreter of Maladies|General Fiction / GF|1999-06Jun-1999|04.5
Lippi, Rosina|Homestead|General Fiction / GF|1999-05May-1999|04.5
Maguire, Gregory|Confessions of an Ugly Stepsister|General Fiction / GF|1999-11Nov-1999|04
Porter, Connie Rose|Imani All Mine|General Fiction / GF|1999-01Jan-1999|04
Holman, John|Luminous Mysteries|General Fiction / GF|1999-12Dec-1999|05
Naumoff, Lawrence|A Plan for Women|General Fiction / GF|1999-04Apr-1999|05
O'Hagan, Andrew|Our Fathers|General Fiction / GF|1999-10Oct-1999|04
Rosen, Charley|Barney Polan's Game|General Fiction / GF|1999-03Mar-1999|04
Foster, Sharon Ewell|Passing by Samaria|General Fiction / GF|1999-12Dec-1999|05
Morpurgo, Michael|Kensuke's Kingdom|General Fiction / GF|1999-011999|04
Dessen, Sarah|Keeping the Moon / Last Chance|General Fiction / GF|1999-09Sep-1999|04
Durbin, William|Wintering|Historical / H|1999-01Jan-1999|04
Anderson, Laurie Halse|Speak|General Fiction / GF|1999-10Oct-1999|04.5
Cleary, Beverly|Ramona's World|General Fiction / GF|1999-08Aug-1999|03
Alexander, Lloyd|The Iron Ring|General Fiction / GF|1999-05May-1999|04
Clements, Andrew|The Landry News|General Fiction / GF|1999-05May-1999|04
Curtis, Christopher Paul|Bud, Not Buddy|General Fiction / GF|1999-10Oct-1999|04
Dorris, Michael|Sees Behind Trees|General Fiction / GF|1999-05May-1999|03.5
Gutman, Dan|Jackie & Me|General Fiction / GF|1999-03Mar-1999|04
Hobbs, Will|Jason's Gold|Action Adventure / AA|1999-10Oct-1999|04
Holt, Kimberly Willis|When Zachary Beaver Came to Town|General Fiction / GF|1999-10Oct-1999|05
Hoobler, Dorothy; Hoobler, Thomas|The Ghost in the Tokaido Inn|Historical Mystery / HM|1999-06Jun-1999|03
Klise, Kate|Regarding the Fountain: A Tale in Letters of Liars and Leaks|General Fiction / GF|1999-03Mar-1999|04
Napoli, Donna Jo|Stones in Water|General Fiction / GF|1999-10Oct-1999|04
Orr, Wendy|Nim's Island|Action Adventure / AA|1999-011999|04
Smith, Roland|Sasquatch|General Fiction / GF|1999-07Jul-1999|04.5
Van Draanen, Wendelin|Sammy Keyes and the Sisters of Mercy|Mystery / M|1999-04Apr-1999|05
Osborne, Mary Pope|Tonight on the Titanic|General Fiction / GF|1999-03Mar-1999|05
Danziger, Paula|I, Amber Brown|General Fiction / GF|1999-09Sep-1999|03
Lowry, Lois|Zooman Sam|General Fiction / GF|1999-10Oct-1999|03
Weeks, Sarah|Regular Guy|General Fiction / GF|1999-01Jan-1999|05
Sachar, Louis|Class President|General Fiction / GF|1999-03Mar-1999|03
Levine, Gail Carson|Dave at Night|Historical / H|1999-10Oct-1999|05
Couloumbis, Audrey|Getting Near to Baby|General Fiction / GF|1999-09Sep-1999|04
Perkins, Lynne Rae|All Alone in the Universe|General Fiction / GF|1999-11Nov-1999|04
Howe, James|Bunnicula Strikes Again|General Fiction / GF|1999-09Sep-1999|02
McDavid-Jones, Elizabeth|The Night Flyers|Historical Mystery / HM|1999-09Sep-1999|00
Paulsen, Gary|Brian's Return|Thriller / T|1999-01Jan-1999|03
DePaola, Tomie|26 Fairmount Avenue|General Fiction / GF|1999-04Apr-1999|05
Naylor, Phyllis Reynolds|A Traitor Among the Boys|General Fiction / GF|1999-09Sep-1999|05
Levine, Gail Carson|The Fairy's Mistake|Fantasy / F|1999-03Mar-1999|04.5
Levine, Gail Carson|The Princess Test|Fantasy / F|1999-03Mar-1999|04
Meyer, Carolyn|Mary, Bloody Mary|Historical / H|1999-09Sep-1999|04
Paterson, Katherine|Preacher's Boy|General Fiction / GF|1999-09Sep-1999|05
Sleator, William|Rewind|General Fiction / GF|1999-07Jul-1999|04.5
Wallace, Bill|Eye of the Great Bear|General Fiction / GF|1999-02Feb-1999|04
French, Jackie|Hitler's Daughter|General Fiction / GF|1999-011999|03
Rylant, Cynthia|Henry and Mudge and the Snowman Plan|General Fiction / GF|1999-10Oct-1999|04
Gleitzman, Morris|Toad Rage|General Fiction / GF|1999-011999|04
Child, Lauren|Clarice Bean, That's Me|General Fiction / GF|1999-09Sep-1999|03
Erdrich, Louise|The Birchbark House|Historical / H|1999-06Jun-1999|05
Hobbs, Valerie|Carolina Crow Girl|General Fiction / GF|1999-03Mar-1999|04
Schachner, Judy|The Grannyman|General Fiction / GF|1999-10Oct-1999|03
Cocca-Leffler, Maryann|Mr. Tanen's Ties|General Fiction / GF|1999-01Jan-1999|00
Chbosky, Stephen|The Perks of Being a Wallflower|General Fiction / GF|1999-02Feb-1999|05
Mollel, Tololwa|My Rows and Piles of Coins|General Fiction / GF|1999-09Sep-1999|03
Tuck, Lily|Siam: Or, The Woman Who Shot a Man|Literary / L|1999-12Dec-1999|04
Cochran, Thomas|Roughnecks|General Fiction / GF|1999-03Mar-1999|04
Bloom, Becky|Wolf|General Fiction / GF|1999-04Apr-1999|03
Capucilli, Alyssa Satin|Bathtime for Biscuit|General Fiction / GF|1999-09Sep-1999|02
Wiesner, David|Sector 7|General Fiction / GF|1999-10Oct-1999|05
Bunting, Eve|The Butterfly House|General Fiction / GF|1999-05May-1999|03
Say, Allen|Tea with Milk|General Fiction / GF|1999-04Apr-1999|04
Zimmerman, Andrea; Clemesha, David|Trashy Town|General Fiction / GF|1999-03Mar-1999|05
Nelson, S.D.|Gift Horse|General Fiction / GF|1999-12Dec-1999|03
Multiple Authors|The Many Faces Of Van Helsing|Fantasy / F|1999-05May-1999|04
Mikaelsen, Ben|Rescue of Josh McGuire|General Fiction / GF|1999-06Jun-1999|04
Teague, Mark|The Secret Shortcut|Action Adventure / AA|1999-09Sep-1999|00
Gourevitch, Philip|We Wish to Inform You That Tomorrow We Will Be Killed with Our Families|Literary / L|1999-09Sep-1999|04
Lee, Jeanne M.|I Once Was a Monkey|General Fiction / GF|1999-04Apr-1999|03
Hesse, Karen|Come On, Rain|General Fiction / GF|1999-04Apr-1999|04
Wood, Douglas|Grandad's Prayers of the Earth|General Fiction / GF|1999-11Nov-1999|05
Ryan, Pam Munoz|Amelia and Eleanor Go for a Ride|General Fiction / GF|1999-11Nov-1999|01
Florian, Douglas|Winter Eyes|General Fiction / GF|1999-11Nov-1999|04
Patneaude, David|Framed in Fire|General Fiction / GF|1999-01Jan-1999|04
Aylesworth, Jim|The Full Belly Bowl|Fantasy / F|1999-11Nov-1999|03
Adler, David A.|The Babe & I|General Fiction / GF|1999-05May-1999|04.5
Henkes, Kevin|The Birthday Room|General Fiction / GF|1999-10Oct-1999|04.5
Sturges, Philemon|The Little Red Hen Makes a Pizza|General Fiction / GF|1999-10Oct-1999|03
Wells, Rosemary|Bunny Cakes|General Fiction / GF|1999-07Jul-1999|04
Egielski, Richard|Buz|General Fiction / GF|1999-03Mar-1999|04
Leuck, Laura|My Monster Mama Loves Me So|General Fiction / GF|1999-10Oct-1999|03
Appelfeld, Aharon|The Iron Tracks|Historical / H|1999-03Mar-1999|05
Shahan, Sherry|Frozen Stiff|Action Adventure / AA|1999-11Nov-1999|03.5
Edwards, Pamela Duncan|Barefoot|General Fiction / GF|1999-01Jan-1999|04
Whitmore, Arvella|Trapped Between the Lash and the Gun|General Fiction / GF|1999-09Sep-1999|04
Lucado, Max|Crippled Lamb|General Fiction / GF|1999-09Sep-1999|04.5
Feiffer, Jules|Meanwhile|Action Adventure / AA|1999-09Sep-1999|04
Bang, Molly|When Sophie Gets Angry -- Really, Really Angry...|General Fiction / GF|1999-04Apr-1999|02
Feiffer, Jules|Bark, George|General Fiction / GF|1999-07Jul-1999|03
McDermott, Gerald|Coyote|Fantasy / F|1999-05May-1999|05
Stevens, Janet; Crummel, Susan Stevens|Cook-a-Doodle-Doo!|General Fiction / GF|1999-05May-1999|04
Bliss, Corinne Demas|Littlest Matryoshka|General Fiction / GF|1999-09Sep-1999|03
De Nerval, Gerard|Selected Writings|General Fiction / GF|1999-09Sep-1999|04.5
Opie, Iona|Here Comes Mother Goose|General Fiction / GF|1999-11Nov-1999|05
Disalvo-Ryan, Dyanne|A Dog Like Jack|General Fiction / GF|1999-04Apr-1999|03
McPhail, David|Mole Music|General Fiction / GF|1999-03Mar-1999|04.5
Wisniewski, David|Tough Cookie|General Fiction / GF|1999-10Oct-1999|03
Propp, Vera|When the Soldiers Were Gone|Historical / H|1999-09Sep-1999|04
Karon, Jan|Miss Fannie's Hat|General Fiction / GF|1999-02Feb-1999|02.5
Bryan, Ashley|Night Has Ears|Fantasy / F|1999-11Nov-1999|02
Henkes, Kevin|Oh!|General Fiction / GF|1999-11Nov-1999|03
Fuqua, Jonathon Scott|The Reappearance of Sam Webber|General Fiction / GF|1999-05May-1999|04
Lewis, Kevin|Chugga-Chugga Choo-Choo|General Fiction / GF|1999-05May-1999|05
Lucado, Max|Because I Love You|General Fiction / GF|1999-03Mar-1999|04
Sisulu, Eleanor Batezat|Day Gogo Went to Vote|General Fiction / GF|1999-10Oct-1999|04
Look, Lenore|Love as Strong as Ginger|General Fiction / GF|1999-06Jun-1999|04
Taback, Simms|Joseph Had a Little Overcoat|Fantasy / F|1999-10Oct-1999|04
Soto, Gary|Snapshots from the Wedding|General Fiction / GF|1999-01Jan-1999|03
Howe, James|Horace and Morris but Mostly Dolores|General Fiction / GF|1999-03Mar-1999|03
Carle, Eric|The Very Clumsy Click Beetle|General Fiction / GF|1999-09Sep-1999|03
Rylant, Cynthia|The Cookie-Store Cat|General Fiction / GF|1999-05May-1999|03
Henderson, Bill|The Pushcart Prize XXIV: Best of the Small Presses|General Fiction / GF|1999-01Jan-1999|05
Maraini, Dacia|The Silent Duchess|Literary / L|1999-01Jan-1999|05
Keats, Ezra Jack|Hi, Cat!|General Fiction / GF|1999-06Jun-1999|04
Brett, Jan|Gingerbread Baby|Action Adventure / AA|1999-10Oct-1999|02
Brown, Margaret Wise|Another Important Book|General Fiction / GF|1999-10Oct-1999|04
Sabuda, Robert|The Blizzard's Robe|General Fiction / GF|1999-10Oct-1999|03
Shannon, David|David Goes to School|General Fiction / GF|1999-08Aug-1999|03
Gonzalez, Lucia M.|Bossy Gallito|General Fiction / GF|1999-06Jun-1999|03.5
Duffey, Betsy; Thompson, Ellen|Virtual Cody|General Fiction / GF|1999-06Jun-1999|00
Floca, Brian|Five Trucks|Action Adventure / AA|1999-03Mar-1999|04
Nolan, Lucy A.|The Lizard Man of Crabtree County|Action Adventure / AA|1999-09Sep-1999|00
Blackwood, Gary L.|Moonshine|General Fiction / GF|1999-10Oct-1999|02
Henderson, Kathy|Storm|General Fiction / GF|1999-11Nov-1999|00
Hoban, Russell|The Sea-Thing Child|General Fiction / GF|1999-11Nov-1999|00
Schur, Maxine Rose|The Peddler's Gift|General Fiction / GF|1999-10Oct-1999|04
Buchholz, Quint|The Collector of Moments|General Fiction / GF|1999-10Oct-1999|04
Rosen, Sybil|Speed of Light|General Fiction / GF|1999-07Jul-1999|03
Quintana, Anton|Baboon King|General Fiction / GF|1999-04Apr-1999|03
Martinez, Michele|The Finishing School|Police/Detective/Law Enforcement / PD|2006-01Jan-2006|04
Huston, Charlie|Already Dead|Urban Fantasy / UF|2006-01Jan-2006|03.5
Levine, Paul|The Deep Blue Alibi|Legal Thriller / LT|2006-01Jan-2006|04
Harris, Joanne|Gentlemen and Players|Suspense / S|2006-01Jan-2006|04
Niven, Larry|The Draco Tavern|Science Fiction / SF|2006-01Jan-2006|04
Downs, Tim|PlagueMaker|Suspense / S|2006-01Jan-2006|05
Dickson, Athol|River Rising|Suspense / S|2006-01Jan-2006|04.5
Fleischman, Paul|Graven Images|Horror / HORR|2006-01Jan-2006|04
Hamilton, Virginia|The House of Dies Drear|Suspense / S|2006-01Jan-2006|04
Klause, Annette Curtis|Alive, on the Inside!|Fantasy / F|2006-01Jan-2006|05
Fugard, Lisa|Skinner's Drift|General Fiction / GF|2006-01Jan-2006|04
Smith, Ali|The Accidental|General Fiction / GF|2006-01Jan-2006|03
Barnes, Julian|Arthur & George|General Fiction / GF|2006-01Jan-2006|04
Barry, Max|Company|General Fiction / GF|2006-01Jan-2006|04
Bechard, D.Y.|Vandal Love|General Fiction / GF|2006-01Jan-2006|05
Cole, Marjorie Kowalski|Correcting the Landscape|General Fiction / GF|2006-01Jan-2006|05
Lam, Vincent|Bloodletting and Miraculous Cures|General Fiction / GF|2006-01Jan-2006|04
Laird, Nick|Utterly Monkey|General Fiction / GF|2006-01Jan-2006|04
Horn, Dara|The World to Come|General Fiction / GF|2006-01Jan-2006|04
Babel, Isaac|Red Cavalry and Other Stories|General Fiction / GF|2006-01Jan-2006|05
Petterson, Per|Out Stealing Horses|General Fiction / GF|2006-01Jan-2006|02.5
Holm, Jennifer L.|Our Hero|Graphic Novel / GN|2006-01Jan-2006|04
Holm, Jennifer L.|Queen of the World!|Graphic Novel / GN|2006-01Jan-2006|04
Jukes, Mavis|Like Jake And Me|General Fiction / GF|2006-01Jan-2006|04.5
Lester, Julius|To Be a Slave|General Fiction / GF|2006-01Jan-2006|04
Turner, Megan Whalen|The King of Attolia|Fantasy / F|2006-01Jan-2006|05
Osborne, Mary Pope|Pompeii: Lost & Found|General Fiction / GF|2006-01Jan-2006|04
Casanova, Mary|Trouble in Pembrook|Action Adventure / AA|2006-01Jan-2006|00
Haas, Irene|Bess and Bella|General Fiction / GF|2006-01Jan-2006|03
Carlotto, Massimo|The Goodbye Kiss|Literary / L|2006-01Jan-2006|05
Holabird, Katharine|Angelina Ballerina|General Fiction / GF|2006-01Jan-2006|05
Macdonald, Margaret Read|Squeaky Door|General Fiction / GF|2006-01Jan-2006|03
Paterson, Diane|Hurricane Wolf|General Fiction / GF|2006-01Jan-2006|03
Shore, Diane Z.|This Is the Dream|General Fiction / GF|2006-01Jan-2006|04
Keating, Frank|Theodore|General Fiction / GF|2006-01Jan-2006|01
Lynn, Tracy|RX|General Fiction / GF|2006-01Jan-2006|05
Child, Lauren|But Excuse Me That Is My Book|General Fiction / GF|2006-01Jan-2006|02
Jeffers, Oliver|Lost and Found|General Fiction / GF|2006-01Jan-2006|04
Moses, Will|Hansel and Gretel|Fantasy / F|2006-01Jan-2006|03
Cronin, Doreen|Click, Clack, Splish, Splash|General Fiction / GF|2006-01Jan-2006|03
Swainston, Steph|No Present Like Time|Fantasy / F|2006-02Feb-2006|04
Bova, Ben|Titan|Science Fiction / SF|2006-02Feb-2006|03
Hockensmith, Steve|Holmes on the Range|Historical / H|2006-02Feb-2006|03.5
McKinty, Adrian|The Dead Yard|Suspense / S|2006-02Feb-2006|05
Jaffarian, Sue Ann|Too Big to Miss|Mystery / M|2006-02Feb-2006|04.5
Parrish, P.J.|Unquiet Grave|Police/Detective/Law Enforcement / PD|2006-02Feb-2006|04
King, Stephen|Cell|Horror / HORR|2006-02Feb-2006|04.5
Bondoux, Anne-Laure|The Killer's Tears|General Fiction / GF|2006-02Feb-2006|04
Brockmeier, Kevin|The Brief History of the Dead|General Fiction / GF|2006-02Feb-2006|05
Reiner, Carl|NNNNN|General Fiction / GF|2006-02Feb-2006|04
Crook, Elizabeth|The Night Journal|General Fiction / GF|2006-02Feb-2006|03.5
Keenan, Joe|My Lucky Star|General Fiction / GF|2006-02Feb-2006|04
McFadden, Bernice L.|Nowhere Is a Place|General Fiction / GF|2006-02Feb-2006|04
Mckay, Ami|The Birth House|General Fiction / GF|2006-02Feb-2006|04.5
Owens, Sharon|The Tavern on Maple Street|General Fiction / GF|2006-02Feb-2006|04
Ryan, Patrick|Send Me|General Fiction / GF|2006-02Feb-2006|05
Vaite, Celestine|Frangipani|General Fiction / GF|2006-02Feb-2006|04.5
Rawles, Nancy|My Jim|General Fiction / GF|2006-02Feb-2006|04
Upadhyay, Samrat|The Royal Ghosts|Literary / L|2006-02Feb-2006|04
Gutman, Dan|Satch & Me|General Fiction / GF|2006-02Feb-2006|02
Mcleod, Bob|Superhero ABC|General Fiction / GF|2006-02Feb-2006|04
Linenthal, Peter|Look at the Animals!|General Fiction / GF|2006-02Feb-2006|00
Cunnane, Kelly|For You Are a Kenyan Child|General Fiction / GF|2006-02Feb-2006|04
Helakoski, Leslie|Big Chickens|General Fiction / GF|2006-02Feb-2006|03
Brooks, Kevin|The Road of the Dead|General Fiction / GF|2006-02Feb-2006|01
Dunrea, Olivier|Hanne's Quest|General Fiction / GF|2006-02Feb-2006|04
Look, Lenore|Uncle Peter's Amazing Chinese Wedding|General Fiction / GF|2006-02Feb-2006|03
Hills, Tad|Duck and Goose|General Fiction / GF|2006-02Feb-2006|04
Yolen, Jane|This Little Piggy: Lap Songs, Finger Plays, Clapping Games, and Pantomime Rhymes|General Fiction / GF|2006-02Feb-2006|02
Hearne, Betsy|Seven Brave Women|General Fiction / GF|2006-02Feb-2006|03.5
McIntosh, Fiona|Bridge of Souls|Fantasy / F|2006-03Mar-2006|04.5
Saintcrow, Lilith|Working for the Devil|Urban Fantasy / UF|2006-03Mar-2006|04
Hughes, Declan|The Wrong Kind of Blood|Police/Detective/Law Enforcement / PD|2006-03Mar-2006|04
Bowen, Rhys|Oh Danny Boy|Historical Mystery / HM|2006-03Mar-2006|04.5
Bruen, Ken|The Dramatist|Mystery / M|2006-03Mar-2006|04.5
Mountain, Fiona|Bloodline|Mystery / M|2006-03Mar-2006|04
Nesser, Hakan|Borkmann's Point|Police/Detective/Law Enforcement / PD|2006-03Mar-2006|04
Thurman, Rob|Nightlife|Urban Fantasy / UF|2006-03Mar-2006|03.5
Parker, T. Jefferson|The Fallen|Thriller / T|2006-03Mar-2006|04
White, Stephen|Kill Me|Thriller / T|2006-03Mar-2006|04
McDonald, Ian|River of Gods|Science Fiction / SF|2006-03Mar-2006|04
Perry, Thomas|Nightlife|Suspense / S|2006-03Mar-2006|04
Picoult, Jodi|The Tenth Circle|General Fiction / GF|2006-03Mar-2006|04
Zusak, Markus|The Book Thief|Historical / H|2006-03Mar-2006|05
Ursu, Anne|The Shadow Thieves|Fantasy / F|2006-03Mar-2006|04.5
Dean, Debra|The Madonnas of Leningrad|Historical / H|2006-03Mar-2006|04
Morrow, James|The Last Witchfinder|Historical / H|2006-03Mar-2006|04
Feinberg, Leslie|Drag King Dreams|General Fiction / GF|2006-03Mar-2006|05
Sachar, Louis|Small Steps|General Fiction / GF|2006-03Mar-2006|03.5
Bartlett, Beverly|Princess Izzy and the E Street Shuffle|General Fiction / GF|2006-03Mar-2006|04
Desai, Kiran|The Inheritance of Loss|General Fiction / GF|2006-03Mar-2006|03
Buckey, Sarah Masters|The Stolen Sapphire|Mystery / M|2006-03Mar-2006|04
Gutman, Dan|The Homework Machine|General Fiction / GF|2006-03Mar-2006|02
Naylor, Phyllis Reynolds|Roxie and the Hooligans|General Fiction / GF|2006-03Mar-2006|04
Sage, Angie|Flyte|Fantasy / F|2006-03Mar-2006|04
Smith, Roland|Cryptid Hunters|Action Adventure / AA|2006-03Mar-2006|05
Stone, Jeff|Tiger|Fantasy / F|2006-03Mar-2006|04
