"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLowerJaccard record1Value","[0] BookTitleComparatorLowerJaccard record2Value","[0] BookTitleComparatorLowerJaccard record1PreprocessedValue","[0] BookTitleComparatorLowerJaccard record2PreprocessedValue","[0] BookTitleComparatorLowerJaccard similarity","[0] BookTitleComparatorLowerJaccard postproccesedSimilarity","[1] BookAuthorComparatorLowerJaccard record1Value","[1] BookAuthorComparatorLowerJaccard record2Value","[1] BookAuthorComparatorLowerJaccard record1PreprocessedValue","[1] BookAuthorComparatorLowerJaccard record2PreprocessedValue","[1] BookAuthorComparatorLowerJaccard similarity","[1] BookAuthorComparatorLowerJaccard postproccesedSimilarity","[2] BookReleaseDateComparatorWeightedDateSimilarity record1Value","[2] BookReleaseDateComparatorWeightedDateSimilarity record2Value","[2] BookReleaseDateComparatorWeightedDateSimilarity record1PreprocessedValue","[2] BookReleaseDateComparatorWeightedDateSimilarity record2PreprocessedValue","[2] BookReleaseDateComparatorWeightedDateSimilarity similarity","[2] BookReleaseDateComparatorWeightedDateSimilarity postproccesedSimilarity"
"LinearCombinationMatchingRule","wiki_11634","bbe_428","0.2333333333333333",,"The Revenge of Seven","The Remains of the Day","the revenge of seven","the remains of the day","0.3333333333333333","0.3333333333333333","The Revenge of Seven_James Frey","The Remains of the Day_Kazuo Ishiguro","The Revenge of Seven_James Frey","The Remains of the Day_Kazuo Ishiguro","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1035","bbe_35915","0.0",,"Samaritan","Safekeeping","samaritan","safekeeping","0.0","0.0","Samaritan_Richard Price","Safekeeping_Karen Hesse","Samaritan_Richard Price","Safekeeping_Karen Hesse","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10805","bbe_5637","0.0",,"Threshold","Theatre","threshold","theatre","0.0","0.0","Threshold_Janet Morris","Theatre_W. Somerset Maugham","Threshold_Janet Morris","Theatre_W. Somerset Maugham","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3545","bbe_25157","0.11666666666666665",,"The Secret of Saturn's Rings","The Seeds of America Trilogy: Chains / Forge / Ashes","the secret of saturn's rings","the seeds of america trilogy: chains / forge / ashes","0.16666666666666666","0.16666666666666666","The Secret of Saturn's Rings_Donald Allen Wollheim","The Seeds of America Trilogy: Chains / Forge / Ashes_Laurie Halse Anderson","The Secret of Saturn's Rings_Donald Allen Wollheim","The Seeds of America Trilogy: Chains / Forge / Ashes_Laurie Halse Anderson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6048","bbe_50781","0.0",,"Carmilla","Cassidy","carmilla","cassidy","0.0","0.0","Carmilla_Sheridan Le Fanu","Cassidy_Lori Wick","Carmilla_Sheridan Le Fanu","Cassidy_Lori Wick","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4009","bbe_6046","0.175",,"The Heart of What Was Lost","This Heart of Mine","the heart of what was lost","this heart of mine","0.25","0.25","The Heart of What Was Lost_Tad Williams","This Heart of Mine_Susan Elizabeth Phillips","The Heart of What Was Lost_Tad Williams","This Heart of Mine_Susan Elizabeth Phillips","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_230","bbe_43961","0.1076923076923077",,"The Making of the English Working Class","The Magic Of Tidying Up: Understand The Secrets Of Good Life","the making of the english working class","the magic of tidying up: understand the secrets of good life","0.15384615384615385","0.15384615384615385","The Making of the English Working Class_E. P. Thompson","The Magic Of Tidying Up: Understand The Secrets Of Good Life_Mary Parker","The Making of the English Working Class_E. P. Thompson","The Magic Of Tidying Up: Understand The Secrets Of Good Life_Mary Parker","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10788","bbe_13475","0.0",,"Pompeii","Possession","pompeii","possession","0.0","0.0","Pompeii_Robert Harris","Possession_Kat Richardson","Pompeii_Robert Harris","Possession_Kat Richardson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2010","bbe_6887","0.2333333333333333",,"The Conspiracy","The Company","the conspiracy","the company","0.3333333333333333","0.3333333333333333","The Conspiracy_Katherine Applegate","The Company_Robert Littell","The Conspiracy_Katherine Applegate","The Company_Robert Littell","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7924","bbe_1052","0.09333333333333332",,"The Colors of Space","The Color of Water: A Black Man's Tribute to His White Mother","the colors of space","the color of water: a black man's tribute to his white mother","0.13333333333333333","0.13333333333333333","The Colors of Space_Marion Zimmer Bradley","The Color of Water: A Black Man's Tribute to His White Mother_James McBride","The Colors of Space_Marion Zimmer Bradley","The Color of Water: A Black Man's Tribute to His White Mother_James McBride","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4554","bbe_16653","0.0",,"Visitors","Vigilante","visitors","vigilante","0.0","0.0","Visitors_Laura Anne Gilman","Vigilante_Robin Parrish","Visitors_Laura Anne Gilman","Vigilante_Robin Parrish","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4410","bbe_28659","0.0",,"Nemesis","Neverness","nemesis","neverness","0.0","0.0","Nemesis_Agatha Christie","Neverness_David Zindell","Nemesis_Agatha Christie","Neverness_David Zindell","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11530","bbe_14012","0.0",,"Tulku","Turbulence","tulku","turbulence","0.0","0.0","Tulku_Peter Dickinson","Turbulence_Whitney G.","Tulku_Peter Dickinson","Turbulence_Whitney G.","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6071","bbe_10489","0.0625",,"Sayonara","Sandstorm","sayonara","sandstorm","0.0","0.0","Sayonara_James A. Michener","Sandstorm_James Rollins","Sayonara_James A. Michener","Sandstorm_James Rollins","0.25","0.25",,,,,,
"LinearCombinationMatchingRule","wiki_5865","bbe_20617","0.26249999999999996",,"Brown Girl in the Ring","Brown Girl in a White Country","brown girl in the ring","brown girl in a white country","0.375","0.375","Brown Girl in the Ring_Nalo Hopkinson","Brown Girl in a White Country_Anita Vikram","Brown Girl in the Ring_Nalo Hopkinson","Brown Girl in a White Country_Anita Vikram","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11360","bbe_1954","0.0",,"LETTERS","Legend","letters","legend","0.0","0.0","LETTERS_John Barth","Legend_David Gemmell","LETTERS_John Barth","Legend_David Gemmell","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6692","bbe_48612","0.19999999999999998",,"The Book of Fritz Leiber","The Boys of Summer","the book of fritz leiber","the boys of summer","0.2857142857142857","0.2857142857142857","The Book of Fritz Leiber_Fritz Leiber","The Boys of Summer_Roger Kahn","The Book of Fritz Leiber_Fritz Leiber","The Boys of Summer_Roger Kahn","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11807","bbe_4389","0.2333333333333333",,"The Castle of Terror","The Cask of Amontillado","the castle of terror","the cask of amontillado","0.3333333333333333","0.3333333333333333","The Castle of Terror_L. Sprague de Camp","The Cask of Amontillado_Edgar Allan Poe","The Castle of Terror_L. Sprague de Camp","The Cask of Amontillado_Edgar Allan Poe","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6876","bbe_5196","0.0",,"Ritual","Riddle-Master","ritual","riddle-master","0.0","0.0","Ritual_David Pinner","Riddle-Master_Patricia A. McKillip","Ritual_David Pinner","Riddle-Master_Patricia A. McKillip","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_492","bbe_43838","0.15555555555555553",,"The Story of a Bad Boy","The Stoning of Soraya M.","the story of a bad boy","the stoning of soraya m.","0.2222222222222222","0.2222222222222222","The Story of a Bad Boy_Thomas Bailey Aldrich","The Stoning of Soraya M._Freidoune Sahebjam","The Story of a Bad Boy_Thomas Bailey Aldrich","The Stoning of Soraya M._Freidoune Sahebjam","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6901","bbe_9634","0.0",,"Secrets","Seconds","secrets","seconds","0.0","0.0","Secrets_Danielle Steel","Seconds_Bryan Lee O'Malley","Secrets_Danielle Steel","Seconds_Bryan Lee O'Malley","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1083","bbe_23073","0.0",,"Unfettered","Unraveling","unfettered","unraveling","0.0","0.0","Unfettered_Naomi Novik","Unraveling_Sara Ella","Unfettered_Naomi Novik","Unraveling_Sara Ella","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9482","bbe_27652","0.0",,"Magic","Mallworld","magic","mallworld","0.0","0.0","Magic_Danielle Steel","Mallworld_Somtow Sucharitkul","Magic_Danielle Steel","Mallworld_Somtow Sucharitkul","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7488","bbe_14088","0.0",,"Robota","Roomies","robota","roomies","0.0","0.0","Robota_Orson Scott Card","Roomies_Lindy Zart","Robota_Orson Scott Card","Roomies_Lindy Zart","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1193","bbe_35815","0.0",,"Revenger","Revelación","revenger","revelación","0.0","0.0","Revenger_Alastair Reynolds","Revelación_Anissa B. Damom","Revenger_Alastair Reynolds","Revelación_Anissa B. Damom","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6458","bbe_46348","0.0",,"Feed","Feuergold","feed","feuergold","0.0","0.0","Feed_Seanan McGuire","Feuergold_Ronimund H. von Bissing","Feed_Seanan McGuire","Feuergold_Ronimund H. von Bissing","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7420","bbe_41525","0.0",,"Underground","Untraceable","underground","untraceable","0.0","0.0","Underground_Andrew McGahan","Untraceable_Laura Griffin","Underground_Andrew McGahan","Untraceable_Laura Griffin","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10621","bbe_37567","0.2333333333333333",,"The Privateer","The Protector","the privateer","the protector","0.3333333333333333","0.3333333333333333","The Privateer_James Doohan","The Protector_Jodi Ellen Malpas","The Privateer_James Doohan","The Protector_Jodi Ellen Malpas","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_249","bbe_18099","0.0",,"Red","Represent","red","represent","0.0","0.0","Red_Ted Dekker","Represent_David L.","Red_Ted Dekker","Represent_David L.","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8618","bbe_3057","0.3",,"The Chronicles of Amber","The Chronicles of Thomas Covenant, the Unbeliever","the chronicles of amber","the chronicles of thomas covenant, the unbeliever","0.42857142857142855","0.42857142857142855","The Chronicles of Amber_Roger Zelazny","The Chronicles of Thomas Covenant, the Unbeliever_Stephen R. Donaldson","The Chronicles of Amber_Roger Zelazny","The Chronicles of Thomas Covenant, the Unbeliever_Stephen R. Donaldson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4952","bbe_24678","0.0",,"Sunnyside","Subjugation","sunnyside","subjugation","0.0","0.0","Sunnyside_Glen David Gold","Subjugation_James Galloway","Sunnyside_Glen David Gold","Subjugation_James Galloway","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5125","bbe_50648","0.4666666666666666",,"A Tale of Two Cities","A Tale of Two Pretties","a tale of two cities","a tale of two pretties","0.6666666666666666","0.6666666666666666","A Tale of Two Cities_Charles Dickens","A Tale of Two Pretties_Lisi Harrison","A Tale of Two Cities_Charles Dickens","A Tale of Two Pretties_Lisi Harrison","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4824","bbe_41506","0.15555555555555553",,"The Adventures of Slim and Howdy","The Adventure of the Solitary Cyclist","the adventures of slim and howdy","the adventure of the solitary cyclist","0.2222222222222222","0.2222222222222222","The Adventures of Slim and Howdy_Kix Brooks","The Adventure of the Solitary Cyclist_Arthur Conan Doyle","The Adventures of Slim and Howdy_Kix Brooks","The Adventure of the Solitary Cyclist_Arthur Conan Doyle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6753","bbe_1828","0.42",,"The Book of Bond","The Book of Three","the book of bond","the book of three","0.6","0.6","The Book of Bond_Kingsley Amis","The Book of Three_Lloyd Alexander","The Book of Bond_Kingsley Amis","The Book of Three_Lloyd Alexander","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7636","bbe_26782","0.0",,"Sovereign","Soulmates","sovereign","soulmates","0.0","0.0","Sovereign_Ted Dekker","Soulmates_Holly Bourne","Sovereign_Ted Dekker","Soulmates_Holly Bourne","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7661","bbe_20282","0.21",,"The House of Dr. Edwardes","The House of Night Series: Books 1-12","the house of dr. edwardes","the house of night series: books 1-12","0.3","0.3","The House of Dr. Edwardes_John Palmer","The House of Night Series: Books 1-12_P.C. Cast","The House of Dr. Edwardes_John Palmer","The House of Night Series: Books 1-12_P.C. Cast","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3803","bbe_28129","0.11666666666666665",,"The Science of Discworld III: Darwin's Watch","The Scribblings of a Madcap Shambleton","the science of discworld iii: darwin's watch","the scribblings of a madcap shambleton","0.16666666666666666","0.16666666666666666","The Science of Discworld III: Darwin's Watch_Jack Cohen","The Scribblings of a Madcap Shambleton_Noel Fielding","The Science of Discworld III: Darwin's Watch_Jack Cohen","The Scribblings of a Madcap Shambleton_Noel Fielding","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5295","bbe_48578","0.15555555555555553",,"The Queen of Air and Darkness","The Queen of Katwe: A Story of Life, Chess, and One Extraordinary Girl's Dream of Becoming a Grandmaster","the queen of air and darkness","the queen of katwe: a story of life, chess, and one extraordinary girl's dream of becoming a grandmaster","0.2222222222222222","0.2222222222222222","The Queen of Air and Darkness_Poul Anderson","The Queen of Katwe: A Story of Life, Chess, and One Extraordinary Girl's Dream of Becoming a Grandmaster_Tim Crothers","The Queen of Air and Darkness_Poul Anderson","The Queen of Katwe: A Story of Life, Chess, and One Extraordinary Girl's Dream of Becoming a Grandmaster_Tim Crothers","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11395","bbe_19350","0.175",,"The Maker of Universes","The Making of the English Working Class","the maker of universes","the making of the english working class","0.25","0.25","The Maker of Universes_Philip José Farmer","The Making of the English Working Class_E.P. Thompson","The Maker of Universes_Philip José Farmer","The Making of the English Working Class_E.P. Thompson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7479","bbe_33450","0.0",,"Radiance","Rabia","radiance","rabia","0.0","0.0","Radiance_Catherynne M. Valente","Rabia_Jordi Sierra i Fabra","Radiance_Catherynne M. Valente","Rabia_Jordi Sierra i Fabra","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8673","bbe_31392","0.3",,"The Story of the Weasel","The Story of the Champions of the Round Table","the story of the weasel","the story of the champions of the round table","0.42857142857142855","0.42857142857142855","The Story of the Weasel_Carolyn Slaughter","The Story of the Champions of the Round Table_Howard Pyle","The Story of the Weasel_Carolyn Slaughter","The Story of the Champions of the Round Table_Howard Pyle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5762","bbe_10916","0.21",,"The Book of Philip K. Dick","The Book of Lost Tales, Part Two","the book of philip k. dick","the book of lost tales, part two","0.3","0.3","The Book of Philip K. Dick_Philip K. Dick","The Book of Lost Tales, Part Two_J.R.R. Tolkien","The Book of Philip K. Dick_Philip K. Dick","The Book of Lost Tales, Part Two_J.R.R. Tolkien","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4921","bbe_29043","0.12727272727272726",,"The Road of Kings","The Romance of Wind & Fire: a.k.a. Hamlet & Juliet","the road of kings","the romance of wind & fire: a.k.a. hamlet & juliet","0.18181818181818182","0.18181818181818182","The Road of Kings_Karl Edward Wagner","The Romance of Wind & Fire: a.k.a. Hamlet & Juliet_Brady Wilkinson","The Road of Kings_Karl Edward Wagner","The Romance of Wind & Fire: a.k.a. Hamlet & Juliet_Brady Wilkinson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9970","bbe_10283","0.0",,"Br-r-r-!","Brazil","br-r-r-!","brazil","0.0","0.0","Br-r-r-!_Theodore Sturgeon","Brazil_John Updike","Br-r-r-!_Theodore Sturgeon","Brazil_John Updike","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8806","bbe_11918","0.0",,"Pollen","Powerless","pollen","powerless","0.0","0.0","Pollen_Jeff Noon","Powerless_Matthew Cody","Pollen_Jeff Noon","Powerless_Matthew Cody","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3770","bbe_1860","0.0",,"Marooned","Marina","marooned","marina","0.0","0.0","Marooned_Martin Caidin","Marina_Carlos Ruiz Zafón","Marooned_Martin Caidin","Marina_Carlos Ruiz Zafón","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9482","bbe_16505","0.0",,"Magic","Mantissa","magic","mantissa","0.0","0.0","Magic_Danielle Steel","Mantissa_John Fowles","Magic_Danielle Steel","Mantissa_John Fowles","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1487","bbe_8561","0.19999999999999998",,"The War of the Worlds","The Watchmaker of Filigree Street","the war of the worlds","the watchmaker of filigree street","0.2857142857142857","0.2857142857142857","The War of the Worlds_H. G. Wells","The Watchmaker of Filigree Street_Natasha Pulley","The War of the Worlds_H. G. Wells","The Watchmaker of Filigree Street_Natasha Pulley","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2530","bbe_21093","0.0",,"Storm Warning","Stryker's War","storm warning","stryker's war","0.0","0.0","Storm Warning_Jack Higgins","Stryker's War_Josh Hayes","Storm Warning_Jack Higgins","Stryker's War_Josh Hayes","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9642","bbe_18148","0.0",,"Scribblings","Scaramouche","scribblings","scaramouche","0.0","0.0","Scribblings_L. Sprague de Camp","Scaramouche_Rafael Sabatini","Scribblings_L. Sprague de Camp","Scaramouche_Rafael Sabatini","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10767","bbe_6783","0.15555555555555553",,"The Dragon of the Ishtar Gate","The Dream Of A Ridiculous Man","the dragon of the ishtar gate","the dream of a ridiculous man","0.2222222222222222","0.2222222222222222","The Dragon of the Ishtar Gate_L. Sprague de Camp","The Dream Of A Ridiculous Man_Fyodor Dostoyevsky","The Dragon of the Ishtar Gate_L. Sprague de Camp","The Dream Of A Ridiculous Man_Fyodor Dostoyevsky","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9458","bbe_21734","0.0",,"Crossings","Crescent","crossings","crescent","0.0","0.0","Crossings_Mel Odom","Crescent_Diana Abu-Jaber","Crossings_Mel Odom","Crescent_Diana Abu-Jaber","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2620","bbe_47222","0.0",,"Floodgate","Fluturi","floodgate","fluturi","0.0","0.0","Floodgate_Alistair MacLean","Fluturi_Irina Binder","Floodgate_Alistair MacLean","Fluturi_Irina Binder","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_456","bbe_24870","0.0",,"Contest","Consolation","contest","consolation","0.0","0.0","Contest_Matthew Reilly","Consolation_Corinne Michaels","Contest_Matthew Reilly","Consolation_Corinne Michaels","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6183","bbe_17264","0.0",,"Coniston","Couples","coniston","couples","0.0","0.0","Coniston_Winston Churchill","Couples_John Updike","Coniston_Winston Churchill","Couples_John Updike","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5177","bbe_14324","0.0",,"Declare","Decider","declare","decider","0.0","0.0","Declare_Tim Powers","Decider_Dick Francis","Declare_Tim Powers","Decider_Dick Francis","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11289","bbe_26162","0.0",,"Lifeblood","Linked","lifeblood","linked","0.0","0.0","Lifeblood_Tom Becker","Linked_Olive Peart","Lifeblood_Tom Becker","Linked_Olive Peart","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10588","bbe_28115","0.13999999999999999",,"The Art of Avatar: James Cameron's Epic Adventure","The Art of Computer Programming, Volume 1: Fundamental Algorithms","the art of avatar: james cameron's epic adventure","the art of computer programming, volume 1: fundamental algorithms","0.2","0.2","The Art of Avatar: James Cameron's Epic Adventure_Jon Landau","The Art of Computer Programming, Volume 1: Fundamental Algorithms_Donald Ervin Knuth","The Art of Avatar: James Cameron's Epic Adventure_Jon Landau","The Art of Computer Programming, Volume 1: Fundamental Algorithms_Donald Ervin Knuth","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5688","bbe_40170","0.0",,"Catriona","Caravans","catriona","caravans","0.0","0.0","Catriona_Robert Louis Stevenson","Caravans_James A. Michener","Catriona_Robert Louis Stevenson","Caravans_James A. Michener","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10729","bbe_18494","0.0",,"Nevada","Nevermore","nevada","nevermore","0.0","0.0","Nevada_Imogen Binnie","Nevermore_Debbie Viguié","Nevada_Imogen Binnie","Nevermore_Debbie Viguié","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9333","bbe_46521","0.42",,"Shadow of the Hegemon","Shadow of the Serpent","shadow of the hegemon","shadow of the serpent","0.6","0.6","Shadow of the Hegemon_Orson Scott Card","Shadow of the Serpent_David Ashton","Shadow of the Hegemon_Orson Scott Card","Shadow of the Serpent_David Ashton","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1829","bbe_31719","0.0",,"Deeper","Destiny","deeper","destiny","0.0","0.0","Deeper_Jeff Long","Destiny_Tim Parks","Deeper_Jeff Long","Destiny_Tim Parks","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5153","bbe_6265","0.11666666666666665",,"The Problem of the Green Capsule: being the psychologist's murder case","The Probability of Miracles","the problem of the green capsule: being the psychologist's murder case","the probability of miracles","0.16666666666666666","0.16666666666666666","The Problem of the Green Capsule: being the psychologist's murder case_John Dickson Carr","The Probability of Miracles_Wendy Wunder","The Problem of the Green Capsule: being the psychologist's murder case_John Dickson Carr","The Probability of Miracles_Wendy Wunder","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2293","bbe_32762","0.19999999999999998",,"The Wallet of Kai Lung","The Way of Kings","the wallet of kai lung","the way of kings","0.2857142857142857","0.2857142857142857","The Wallet of Kai Lung_Ernest Bramah","The Way of Kings_Brandon Sanderson","The Wallet of Kai Lung_Ernest Bramah","The Way of Kings_Brandon Sanderson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5456","bbe_35744","0.2333333333333333",,"The Chosen","The Chaperone","the chosen","the chaperone","0.3333333333333333","0.3333333333333333","The Chosen_Chaim Potok","The Chaperone_Laura Moriarty","The Chosen_Chaim Potok","The Chaperone_Laura Moriarty","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6571","bbe_39184","0.0",,"Moonseed","Mondscheintarif","moonseed","mondscheintarif","0.0","0.0","Moonseed_Stephen Baxter","Mondscheintarif_Ildikó von Kürthy","Moonseed_Stephen Baxter","Mondscheintarif_Ildikó von Kürthy","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4582","bbe_13030","0.0",,"Pandemia","Paprika","pandemia","paprika","0.0","0.0","Pandemia_Christopher Wright","Paprika_Yasutaka Tsutsui","Pandemia_Christopher Wright","Paprika_Yasutaka Tsutsui","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10855","bbe_3903","0.1909090909090909",,"The Art of Avatar: James Cameron's Epic Adventure","The Art of Being Normal","the art of avatar: james cameron's epic adventure","the art of being normal","0.2727272727272727","0.2727272727272727","The Art of Avatar: James Cameron's Epic Adventure_James Cameron","The Art of Being Normal_Lisa Williamson","The Art of Avatar: James Cameron's Epic Adventure_James Cameron","The Art of Being Normal_Lisa Williamson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1558","bbe_37331","0.0",,"Nick","Nightcrawlers","nick","nightcrawlers","0.0","0.0","Nick_Michael Farris Smith","Nightcrawlers_Charles Addams","Nick_Michael Farris Smith","Nightcrawlers_Charles Addams","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5250","bbe_19375","0.0",,"Lenore","Lex","lenore","lex","0.0","0.0","Lenore_Edgar Allan Poe","Lex_S.K. Logsdon","Lenore_Edgar Allan Poe","Lex_S.K. Logsdon","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6112","bbe_18536","0.13999999999999999",,"The Brave Cowboy","The Bro Code","the brave cowboy","the bro code","0.2","0.2","The Brave Cowboy_Edward Abbey","The Bro Code_Barney Stinson","The Brave Cowboy_Edward Abbey","The Bro Code_Barney Stinson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1660","bbe_23226","0.0",,"Emma","Empire","emma","empire","0.0","0.0","Emma_Jane Austen","Empire_A.D. Starrling","Emma_Jane Austen","Empire_A.D. Starrling","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8509","bbe_40117","0.0",,"Premonitions","Protector","premonitions","protector","0.0","0.0","Premonitions_Jude Watson","Protector_Vanna Smythe","Premonitions_Jude Watson","Protector_Vanna Smythe","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9000","bbe_16862","0.0",,"Widdershins","Wildcat","widdershins","wildcat","0.0","0.0","Widdershins_Charles de Lint","Wildcat_Craig Thomas","Widdershins_Charles de Lint","Wildcat_Craig Thomas","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3281","bbe_43472","0.175",,"The Gangs of New York","The Garden of Last Days","the gangs of new york","the garden of last days","0.25","0.25","The Gangs of New York_Herbert Asbury","The Garden of Last Days_Andre Dubus III","The Gangs of New York_Herbert Asbury","The Garden of Last Days_Andre Dubus III","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_369","bbe_4735","0.0",,"Wilderness","Wideacre","wilderness","wideacre","0.0","0.0","Wilderness_Dean Koontz","Wideacre_Philippa Gregory","Wilderness_Dean Koontz","Wideacre_Philippa Gregory","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10426","bbe_34176","0.0",,"Frostbite","Frenched","frostbite","frenched","0.0","0.0","Frostbite_David Wellington","Frenched_Melanie Harlow","Frostbite_David Wellington","Frenched_Melanie Harlow","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11513","bbe_15643","0.0",,"Bruja","Broken","bruja","broken","0.0","0.0","Bruja_Mel Odom","Broken_Shy Keenan","Bruja_Mel Odom","Broken_Shy Keenan","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11106","bbe_51622","0.2333333333333333",,"The Day of the Triffids","The Dance of Time","the day of the triffids","the dance of time","0.3333333333333333","0.3333333333333333","The Day of the Triffids_John Wyndham","The Dance of Time_Eric Flint","The Day of the Triffids_John Wyndham","The Dance of Time_Eric Flint","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1581","bbe_49884","0.0",,"Christine","Charlotte","christine","charlotte","0.0","0.0","Christine_Stephen King","Charlotte_Norah Lofts","Christine_Stephen King","Charlotte_Norah Lofts","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6753","bbe_10545","0.2333333333333333",,"The Book of Bond","The Bones of Makaidos","the book of bond","the bones of makaidos","0.3333333333333333","0.3333333333333333","The Book of Bond_Kingsley Amis","The Bones of Makaidos_Bryan Davis","The Book of Bond_Kingsley Amis","The Bones of Makaidos_Bryan Davis","0.0","0.0",,,,,,
